264358,9.722356341860177,52.44402740898357,150.0,1
264359,9.722356341860177,52.44402740898357,75.0,1
264154,6.862356675983506,49.97001450050925,350.0,1
263919,6.058263730574481,50.7695374363702,50.0,1
263261,9.65858,54.280372,150.0,1
263262,9.65858,54.280372,75.0,1
263258,12.437368,51.356722,150.0,2
263259,12.437368,51.356722,75.0,2
262895,7.049471839741273,50.91763513466341,50.0,1
262348,7.96717238421536,51.443994192271816,50.0,1
261799,7.238428847766045,51.27925704006813,300.0,2
261758,11.490081174366878,50.03792883245217,75.0,1
261663,9.395323773179939,54.66963848925877,50.0,1
260979,8.575774302568561,51.406452590182425,300.0,2
260006,8.82446448654514,50.59836307003019,50.0,1
260003,8.464234251711332,50.123206419986275,50.0,1
260005,8.464234251711332,50.123206419986275,43.0,1
259999,8.548781562906015,50.15068971557116,50.0,1
259670,9.822778482307399,47.69661473687145,50.0,1
259336,9.567105878162124,52.217996329837234,55.0,1
259329,10.14330488139285,51.92643374812229,300.0,1
259327,10.14314240812007,51.92619690677111,350.0,4
259326,10.141883656878917,51.92799469241149,350.0,4
259324,10.141883656878917,51.92799469241149,300.0,1
258380,9.72394769439893,52.441897253197624,150.0,1
258278,8.487407531582903,51.59366138783139,300.0,1
258279,8.487407531582903,51.59366138783139,300.0,1
258281,8.487407531582903,51.59366138783139,300.0,1
258282,8.487407531582903,51.59366138783139,300.0,1
258258,9.19262600728382,48.67891588327751,50.0,1
257871,7.640501841549508,51.773251947491644,135.0,1
257869,7.639335802420646,51.774851036178575,160.0,1
256005,8.54508499569397,49.4132563731435,50.0,2
255046,9.007478537439965,49.683091881585,100.0,1
254885,11.570383,48.189324,150.0,1
253387,13.017351608470108,52.303021315683736,175.0,1
253262,9.81415257509525,52.3231359019328,150.0,2
253211,9.754247857631867,52.36175759772473,50.0,1
253203,12.775,50.86872,150.0,2
253198,12.75623,50.85577,135.0,2
234976,8.39399435534665,49.04439855769641,50.0,1
234351,14.317977641201423,51.71795305485813,62.0,2
234273,13.74400533524215,51.04912370864477,62.0,4
234172,13.72715867706495,51.031259848174074,150.0,3
233986,10.669448372636793,53.879027593478185,50.0,1
233988,10.669448372636793,53.879027593478185,200.0,2
233989,10.669448372636793,53.879027593478185,400.0,2
233983,10.827650190537724,54.09916231693697,160.0,1
233980,10.792471901421095,54.09894872289439,50.0,1
233977,10.79468904593773,54.09995832427356,50.0,1
233971,10.67933691664598,53.852806013644596,50.0,1
233505,8.318140772507832,48.79998450927573,100.0,1
